,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
2307,6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2
4425,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9
4402,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3
2409,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2
269,5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7
4286,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
1404,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6
2709,7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9
3140,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9
2187,6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5
4481,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6
238,7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1
82,7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0
740,6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6
2845,6.5,0.22,0.29,7.4,0.028,16.0,87.0,0.99311,3.15,0.56,10.9
1885,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2
3454,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4
243,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7
4088,7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3
4426,6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9
2291,8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,3.1,0.56,10.8
1360,6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5
4174,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3
105,7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2
1904,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5
415,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6
709,6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46,9.2
3641,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5
1669,7.1,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44,9.9
771,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3
63,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2
1076,7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1
1507,7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0
4662,7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.99272,3.14,0.41,12.4
4438,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5
4003,6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1
3175,7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3
4453,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5
636,6.2,0.17,0.28,4.7,0.037,39.0,133.0,0.9931,3.41,0.46,10.8
2825,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5
957,6.6,0.23,0.32,0.9,0.041,25.0,79.0,0.9926,3.39,0.54,10.2
1413,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8
3534,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7
4182,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9
2847,5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.98993,3.5,0.42,11.7
3258,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2
1674,6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3
3866,8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11.0
532,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0
3596,6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.98939,3.0,0.52,11.9
1422,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1
3548,6.2,0.47,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45,12.3
1496,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4
3797,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3
3086,5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7
2119,8.0,0.16,0.36,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,10.3
4143,6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35,10.9
2611,6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4
4651,5.7,0.39,0.25,4.9,0.033,49.0,113.0,0.98966,3.26,0.58,13.1
418,7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,3.19,0.33,9.8
4100,6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6
2442,7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2
464,7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5,8.7
1449,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5
3634,7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.99442,3.08,0.38,11.0
2915,6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,3.03,0.54,11.4
2873,5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,3.23,0.94,12.4
3074,6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,3.28,0.6,10.4
952,6.5,0.17,0.33,1.4,0.028,14.0,99.0,0.9928,3.23,0.55,10.1
3824,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3
834,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5
4227,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1
4483,5.8,0.28,0.18,1.2,0.058,7.0,108.0,0.99288,3.23,0.58,9.55
1605,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9
2999,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9
2624,6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0
2812,6.7,0.16,0.34,1.6,0.026,27.0,109.0,0.9934,3.34,0.58,10.1
466,7.0,0.14,0.32,9.0,0.039,54.0,141.0,0.9956,3.22,0.43,9.4
2440,6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0
2025,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9
2770,6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,3.26,0.54,8.8
4206,5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3
2210,7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9
2563,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,3.2,0.42,9.4
4130,6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2
4552,6.4,0.55,0.26,9.6,0.027,20.0,104.0,0.9924,3.22,0.73,13.1
4733,5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15
2218,7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5
3236,6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5
819,6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1
3731,7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.99382,3.08,0.35,11.6
4399,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4
2821,6.6,0.4,0.46,6.2,0.056,42.0,241.0,0.9968,3.5,0.6,9.9
878,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9
4590,6.4,0.33,0.3,7.2,0.041,42.0,168.0,0.99331,3.22,0.49,11.1
4665,7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.99272,3.14,0.41,12.4
2416,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1
4643,6.5,0.21,0.35,5.7,0.043,47.0,197.0,0.99392,3.24,0.5,10.1
3715,6.5,0.35,0.38,7.4,0.036,20.0,196.0,0.99712,3.47,0.48,9.1
4693,6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,2.88,0.36,9.0
3550,7.2,0.14,0.32,1.1,0.022,48.0,116.0,0.99218,3.04,0.67,10.0
1062,6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5
4838,5.3,0.275,0.24,7.4,0.038,28.0,114.0,0.99313,3.38,0.51,11.0
2071,6.5,0.19,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5
1425,6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4
3920,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2
2558,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
4268,5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1
2472,8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7
4298,5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4
2636,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0
1201,7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8
2816,7.2,0.17,0.41,1.6,0.052,24.0,126.0,0.99228,3.19,0.49,10.8
4644,6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3
4045,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7
1582,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9
2424,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2
89,7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7
3799,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4
4664,6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58,10.1333333333333
876,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7
2723,7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,3.45,0.56,10.4
348,7.8,0.18,0.46,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10.0
3549,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0
2178,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2
4889,4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4
751,6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2
1466,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5
4789,5.5,0.62,0.33,1.7,0.037,24.0,118.0,0.98758,3.15,0.39,13.55
3593,5.6,0.28,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44,10.7
474,5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4
4541,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7
2115,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8
905,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1
2743,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5
1804,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3
4220,6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3
4016,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2
1024,6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0
1718,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0
658,6.6,0.27,0.25,3.1,0.052,41.0,188.0,0.9915,3.24,0.4,11.3
2759,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,3.24,0.54,10.2
481,5.9,0.36,0.41,1.3,0.047,45.0,104.0,0.9917,3.33,0.51,10.6
2098,7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1
2003,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6
45,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0
1845,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0
2623,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3
2898,8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.99104,2.99,0.38,11.1
4686,6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2
3585,7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7
738,7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8
4068,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8
3204,6.8,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1
1521,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2
2048,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5
1886,7.0,0.53,0.02,1.0,0.036,39.0,107.0,0.993,3.2,0.32,9.0
3000,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9
104,7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1
2746,7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8
1012,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3
194,6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1
4800,6.0,0.2,0.33,1.1,0.039,45.0,126.0,0.99051,3.31,0.45,11.6
1858,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7
4164,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7
1035,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2
1977,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1
3025,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,3.76,0.63,11.0
726,6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7
806,6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,0.41,9.6
780,6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2
1016,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2
3109,6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4
968,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0
1968,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1
1352,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1
4075,5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4
1797,6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3
4413,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1
3362,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3
4131,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1
1639,7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5
1105,5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5
859,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4
92,6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6
1506,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0
1036,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7
284,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8
735,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6
3582,6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46,12.3
520,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8
2401,9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2
3390,6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.99144,3.0,0.37,12.3
4737,6.1,0.24,0.32,9.0,0.031,41.0,134.0,0.99234,3.25,0.26,12.3
445,7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5
1437,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4
4441,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4
4893,6.2,0.21,0.29,1.6,0.039,24.0,92.0,0.99114,3.27,0.5,11.2
1318,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3
969,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4
3345,6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6
2428,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2
3217,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0
1879,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2
2643,8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3
2909,6.2,0.18,0.3,1.0,0.031,23.0,73.0,0.99032,3.23,0.52,11.3
4667,6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58,10.15
4626,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.99394,3.39,0.49,11.7
237,6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6
3675,5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4
4635,5.8,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0
4328,6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98
2268,6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,3.47,0.4,8.5
4013,6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8
1019,8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,0.62,9.5
2868,6.2,0.23,0.23,1.2,0.018,18.0,128.0,0.99178,3.05,0.28,10.6
1328,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7
3342,6.5,0.26,0.32,6.65,0.059,34.0,104.0,0.99254,3.18,0.42,11.1
4031,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5
2193,7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4
633,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5
610,6.5,0.36,0.28,3.2,0.037,29.0,119.0,0.9908,3.25,0.65,12.4
2701,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8
3165,6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0
1252,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3
2387,6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9
719,7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2
3056,6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,3.16,0.4,13.4
4252,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8
1402,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1
2412,6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4
3449,6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1
2001,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,10.0
808,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0
4595,7.1,0.39,0.3,9.9,0.037,29.0,124.0,0.99414,3.07,0.42,10.9
414,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0
4055,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7
1242,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3
1370,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4
4478,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6
1726,7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8
2595,8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6
292,7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44,9.1
4502,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,3.14,0.51,11.4
1688,6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4
2004,7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6
4241,6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1
1132,6.8,0.39,0.31,14.35,0.043,28.0,162.0,0.9988,3.17,0.54,9.1
1152,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4
3257,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2
1223,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6
3738,5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2
1157,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0
1101,6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8
209,6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5
3447,6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,9.2
1004,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3
132,6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0
4648,6.7,0.61,0.21,1.65,0.117,40.0,240.0,0.9938,3.11,0.57,9.3
3822,7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5
3123,5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,3.46,0.44,12.2
58,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2
3632,6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.99966,3.2,0.47,8.8
3088,6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,2.94,0.39,12.3
542,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,0.68,9.9
2318,7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.99814,3.17,0.46,8.9
776,8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0
2618,6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3
4323,8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667
842,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8
4188,5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3
2780,6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.99032,3.4,0.44,12.2
2429,8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8
382,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,3.12,0.53,9.2
1591,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4
1399,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5
3688,7.1,0.21,0.35,2.5,0.04,41.0,186.0,0.99128,3.32,0.56,12.5
4170,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
2655,6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1
157,6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4
119,7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2
4418,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
1673,6.6,0.27,0.31,5.3,0.137,35.0,163.0,0.9951,3.2,0.38,9.3
1114,6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0
2524,7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7
2104,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6
12,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8
4173,7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3
4858,6.4,0.35,0.51,7.8,0.055,53.0,177.0,0.99502,3.12,0.45,9.6
2222,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4
922,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9
